318,137
319,25
320,1
321,6
322,35
323,3
324,22
325,11
326,4
327,7
328,43
329,12
330,1
331,2
332,27
333,2
334,14
335,23
336,304
337,2
338,2
339,1
340,3
341,2
342,10
343,10
344,5
345,1
346,6
347,38
348,6
349,99
350,4
351,43
352,17
353,7
354,3
355,20
356,22
357,8
358,19
359,12
360,2
361,2
362,15
363,189
364,15
365,3
366,32
367,55
368,37
369,2
370,1
371,508
372,395
373,11
374,2
375,1
376,1
377,1
378,12
379,9
380,16
381,82
382,4
383,1
384,1
385,126
386,3
387,9
388,6
389,24
390,175
391,146
392,13
393,2
394,3
395,22
396,174
397,60
398,17
399,74
400,28
401,1
402,1
403,9
404,93
405,24
406,5
407,1
408,4
409,15
410,15
411,1
412,5
413,1
414,2
415,10
416,60
417,53
418,106
419,5
420,15
421,4
422,1
423,1
424,10
425,10
426,2
427,156
428,1
429,339
430,21
431,9
432,50
433,47
434,14
435,7
436,3
437,3
438,33
439,3
440,17
441,4
442,10
443,6
444,1
445,1
446,6
447,2
448,20
449,2
450,5
451,25
452,25
453,8
454,8
455,1
456,49
457,2
458,20
459,1
460,4
461,4
462,7
463,15
464,135
465,13
466,29
467,1
468,167
469,36
470,52
471,6
472,10
473,111
474,35
475,1
476,1
477,3
478,9
479,14
480,51
481,1
482,87
483,1
484,17
485,13
486,67
487,7
488,8
489,16
490,20
491,40
492,51
493,1
494,3
495,57
496,2
497,1
498,6
499,1
500,18
501,13
502,46
503,300
504,45
505,30
506,9
507,6
508,51
509,2
510,1
511,23
512,38
513,22
514,6
515,6
516,11
517,1
518,2
519,5
520,51
521,1
522,34
523,79
524,1
525,4
526,43
527,2
528,5
529,17
530,21
531,7
532,1
533,4
534,35
535,4
536,11
537,65
538,73
539,1
540,3
541,2
542,20
543,5
544,21
545,39
546,2
547,3
548,42
549,6
550,2
551,13
552,1
553,2
554,4
555,1
556,37
557,115
558,111
559,18
560,5
561,5
562,10
563,2
564,1
565,1
566,169
567,18
568,96
569,2
570,12
571,1
572,12
573,21
574,9
575,37
576,134
577,13
578,3
579,12
580,48
581,19
582,2
583,16
584,8
585,39
586,3
587,95
588,4
589,13
590,13
591,18
592,22
593,60
594,1
595,2
596,29
597,85
598,2
599,18
600,1
601,32
602,4
603,4
604,2
605,3
606,15
607,79
608,1
609,7
610,2
611,19
612,3
613,1
614,10
615,145
616,1
617,1
618,12
619,11
620,11
621,22
622,14
623,1
624,90
625,3
626,6
627,21
628,7
629,1
630,55
631,5
632,17
633,1
634,3
635,10
636,7
637,10
638,7
639,13
640,3
641,43
642,16
643,3
644,1
645,55
646,59
647,5
648,2
649,13
650,8
651,24
652,1
653,97
654,2
655,1
656,1
657,104
658,27
659,9
660,2
661,2
662,3
663,3
664,35
665,12
666,34
667,45
668,19
669,1
670,11
671,26
672,9
673,10
674,17
675,2
676,1
677,1
678,2
679,11
680,3
681,3
682,5
683,6
684,4
685,1
686,63
687,1
688,1
689,23
690,32
691,44
692,1
693,32
694,2
695,15
696,7
697,3
698,1
699,5
700,8
701,17
702,6
703,3
704,3
705,2
706,83
707,61
708,5
709,10
710,3
711,37
712,15
713,8
714,71
715,65
716,1
717,128
718,3
719,6
720,1
721,1
722,1
723,42
724,2
725,36
726,1
727,20
728,83
729,1
730,46
731,8
732,2
733,14
734,22
735,5
736,2
737,73
738,58
739,4
740,2
741,1
742,9
743,44
744,6
745,10
746,6
747,135
748,1
749,18
750,627
751,1
752,10
753,13
754,21
755,1
756,6
757,1
758,1
759,57
760,2
761,1
762,3
763,15
764,1
765,15
766,56
767,7
768,1
769,1
770,16
771,2
772,5
773,23
774,10
775,1
776,6
777,1
778,2
779,1
780,11
781,8
782,10
783,4
784,1
785,4
786,24
787,1
788,14
789,2
790,1
791,27
792,1
793,11
794,12
795,2
796,1
797,1
798,9
799,16
800,54
801,34
802,4
803,1
804,14
805,4
806,4
807,41
808,3
809,3
810,6
811,3
812,24
813,28
814,6
815,6
816,3
817,4
818,2
819,7
820,1
821,8
822,6
823,27
824,2
825,1
826,26
827,5
828,1
829,9
830,48
831,1
832,5
833,265
834,2
835,411
836,5
837,53
838,21
839,27
840,65
841,7
842,2
843,1
844,41
845,3
846,47
847,1
848,24
849,2
850,5
851,5
852,22
853,9
854,12
855,59
856,7
857,2
858,2
859,1
860,1
861,11
862,2
863,3
864,1
865,1
866,3
867,18
868,16
869,6
870,1
871,2
872,41
873,8
874,2
875,6
876,1
877,2
878,3
879,6
880,17
881,13
882,10
883,18
884,17
885,3
886,3
887,24
888,4
889,5
890,1
891,46
892,3
893,1
894,7
895,1
896,4
897,12
898,6
899,16
900,22
901,9
902,41
903,2
904,10
905,1
906,3
907,23
908,26
909,31
910,1
911,1
912,6
913,1
914,7
915,3
916,4
917,6
918,1
919,3
920,6
921,3
922,1
923,39
924,1
925,2
926,52
927,2
928,7
929,1
930,30
931,11
932,5
933,1
934,1
935,1
936,8
937,10
938,1
939,12
940,1
941,1
942,23
943,9
944,14
945,1
946,317
947,3
948,17
949,1
950,3
951,6
952,2
953,1
954,1
955,1
956,2
957,1
958,7
959,7
960,1
961,34
962,1
963,4
964,4
965,12
966,1
967,1
968,10
969,1
970,8
971,1
972,1
973,18
974,5
975,1
976,4
977,27
978,3
979,1
980,4
981,2
982,6
983,23
984,18
985,9
986,13
987,1
988,11
989,5
990,1
991,3
992,6
993,1
994,3
995,10
996,1
997,1
998,7
999,10
1000,1
1001,33
1002,2
1003,3
1004,1
1005,27
1006,8
1007,2
1008,13
1009,2
1010,5
1011,2
1012,7
1013,5
1014,1
1015,4
1016,6
1017,4
1018,1
1019,1
1020,9
1021,4
1022,15
1023,9
1024,18
1025,7
1026,34
1027,69
1028,4
1029,11
1030,46
1031,3
1032,4
1033,60
1034,1
1035,23
1036,15
1037,12
1038,69
1039,3
1040,6
1041,70
1042,13
1043,1
1044,1
1045,2
1046,3
1047,7
1048,1
1049,1
1050,1
1051,20
1052,2
1053,2
1054,12
1055,1
1056,41
1057,6
1058,17
1059,8
1060,1
1061,1
1062,2
1063,1
1064,6
1065,1
1066,8
1067,5
1068,3
1069,12
1070,1
1071,2
1072,2
1073,1
1074,1
1075,1
1076,6
1077,3
1078,15
1079,1
1080,5
1081,2
1082,1
1083,3
1084,24
1085,1
1086,1
1087,1
1088,20
1089,3
1090,39
1091,13
1092,8
1093,10
1094,19
1095,11
1096,3
1097,3
1098,1
1099,12
1100,1
1101,9
1102,3
1103,5
1104,16
1105,4
1106,19
1107,6
1108,4
1109,5
1110,22
1111,10
1112,28
1113,2
1114,46
1115,2
1116,25
1117,16
1118,2
1119,4
1120,8
1121,1
1122,2
1123,9
1124,2
1125,13
1126,2
1127,68
1128,1
1129,15
1130,60
1131,6
1132,4
1133,14
1134,4
1135,38
1136,1
1137,16
1138,48
1139,5
1140,2
1141,1
1142,1
1143,1
1144,1
1145,1
1146,11
1147,2
1148,2
1149,1
1150,9
1151,6
1152,4
1153,1
1154,1
1155,1
1156,6
1157,2
1158,2
1159,10
1160,1
1161,7
1162,1
1163,10
1164,3
1165,1
1166,17
1167,1
1168,5
1169,4
1170,48
1171,15
1172,4
1173,2
1174,23
1175,3
1176,4
1177,27
1178,4
1179,7
1180,6
1181,20
1182,2
1183,2
1184,12
1185,10
1186,3
1187,10
1188,15
1189,13
1190,3
1191,5
1192,3
1193,2
1194,6
1195,7
1196,2
1197,1
1198,68
1199,1
1200,1
1201,4
1202,2
1203,59
1204,1
1205,1
1206,5
1207,4
1208,3
1209,1
1210,17
1211,1
1212,38
1213,14
1214,1
1215,2
1216,4
1217,5
1218,104
1219,2
1220,1
1221,1
1222,1
1223,10
1224,2
1225,8
1226,1
1227,1
1228,1
1229,1
1230,26
1231,3
1232,5
1233,4
1234,16
1235,21
1236,1
1237,34
1238,17
1239,3
1240,9
1241,17
1242,6
1243,22
1244,24
1245,3
1246,1
1247,16
1248,44
1249,27
1250,29
1251,3
1252,2
1253,7
1254,2
1255,14
1256,1
1257,2
1258,1
1259,7
1260,1
1261,1
1262,18
1263,2
1264,4
1265,6
1266,5
1267,16
1268,13
1269,3
1270,47
1271,4
1272,9
1273,8
1274,1
1275,4
1276,1
1277,1
1278,1
1279,3
1280,8
1281,9
1282,4
1283,3
1284,2
1285,1
1286,1
1287,2
1288,21
1289,4
1290,164
1291,4
1292,1
1293,9
1294,9
1295,3
1296,2
1297,4
1298,150
1299,66
1300,34
1301,7
1302,4
1303,4
1304,4
1305,3
1306,7
1307,1
1308,27
1309,1
1310,1
1311,16
1312,36
1313,3
1314,2
1315,3
1316,4
1317,2
1318,4
1319,14
1320,2
1321,1
1322,3
1323,6
1324,1
1325,1
1326,12
1327,2
1328,30
1329,1
1330,3
1331,2
1332,2
1333,12
1334,1
1335,3
1336,1
1337,1
1338,18
1339,46
1340,9
1341,13
1342,4
1343,1
1344,4
1345,1
1346,13
1347,1
1348,2
1349,3
1350,7
1351,34
1352,4
1353,34
1354,14
1355,4
1356,11
1357,17
1358,6
1359,19
1360,1
1361,1
1362,5
1363,1
1364,8
1365,23
1366,3
1367,2
1368,1
1369,11
1370,17
1371,38
1372,2
1373,10
1374,22
1375,2
1376,4
1377,15
1378,6
1379,1
1380,3
1381,3
1382,2
1383,4
1384,8
1385,8
1386,1
1387,6
1388,7
1389,1
1390,11
1391,5
1392,7
1393,1
1394,3
1395,1
1396,2
1397,4
1398,4
1399,3
1400,2
1401,11
1402,12
1403,1
1404,13
1405,2
1406,1
1407,13
1408,10
1409,1
1410,1
1411,1
1412,1
1413,10
1414,1
1415,1
1416,1
1417,6
1418,1
1419,5
1420,1
1421,1
1422,2
1423,6
1424,3
1425,1
1426,4
1427,2
1428,3
1429,1
1430,1
1431,3
1432,1
1433,1
1434,14
1435,16
1436,2
1437,3
1438,3
1439,5
1440,3
1441,7
1442,2
1443,7
1444,6
1445,10
1446,5
1447,3
1448,2
1449,1
1450,6
1451,3
1452,3
1453,3
1454,8
1455,2
1456,39
1457,6
1458,9
1459,12
1460,1
1461,1
1462,1
1463,2
1464,1
1465,20
1466,1
1467,1
1468,2
1469,16
1470,3
1471,2
1472,1
1473,1
1474,1
1475,1
1476,1
1477,2
1478,1
1479,2
1480,1
1481,1
1482,2
1483,1
1484,5
1485,5
1486,3
1487,2
1488,7
1489,2
1490,2
1491,28
1492,30
1493,1
1494,1
1495,4
1496,5
1497,4
1498,2
1499,1
1500,8
1501,5
1502,5
1503,6
1504,1
1505,2
1506,2
1507,9
1508,1
1509,2
1510,1
1511,4
1512,5
1513,4
1514,5
1515,2
1516,3
1517,3
1518,2
1519,5
1520,2
1521,4
1522,2
1523,4
1524,2
1525,4
1526,1
1527,1
1528,1
1529,15
1530,7
1531,1
1532,1
1533,17
1534,1
1535,9
1536,6
1537,4
1538,7
1539,7
1540,1
1541,7
1542,19
1543,3
1544,1
1545,7
1546,1
1547,6
1548,2
1549,1
1550,3
1551,1
1552,1
1553,5
1554,5
1555,1
1556,2
1557,1
1558,1
1559,2
1560,3
1561,6
1562,3
1563,1
1564,1
1565,3
1566,1
1567,5
1568,1
1569,3
1570,1
1571,1
1572,8
1573,3
1574,7
1575,8
1576,1
1577,1
1578,1
1579,1
1580,1
1581,1
1582,1
1583,1
1584,2
1585,1
1586,3
1587,5
1588,3
1589,4
1590,2
1591,2
1592,1
1593,6
1594,2
1595,2
1596,4
1597,1
1598,1
1599,1
1600,1
1601,2
1602,8
1603,1
1604,1
1605,3
1606,1
1607,2
1608,16
1609,1
1610,1
1611,1
1612,13
1613,9
1614,5
1615,2
1616,1
1617,9
1618,2
1619,6
1620,2
1621,4
1622,1
1623,2
1624,2
1625,1
1626,4
1627,4
1628,1
1629,7
1630,6
1631,2
1632,1
1633,2
1634,1
1635,6
1636,1
1637,23
1638,1
1639,3
1640,10
1641,5
1642,4
1643,1
1644,5
1645,3
1646,1
1647,1
1648,19
1649,4
1650,9
1651,1
1652,1
1653,1
1654,3
1655,1
1656,2
1657,5
1658,11
1659,16
1660,4
1661,5
1662,5
1663,10
1664,1
1665,11
1666,26
1667,3
1668,1
1669,1
1670,3
1671,1
1672,1
1673,2
1674,1
1675,19
1676,1
1677,4
1678,3
1679,1
1680,9
1681,1
1682,4
1683,3
1684,1
1685,1
1686,2
1687,1
1688,1
1689,2
1690,2
1691,4
1692,1
1693,1
1694,1
1695,19
1696,1
1697,7
1698,2
1699,3
1700,1
1701,1
1702,1
1703,1
1704,1
1705,1
1706,8
1707,3
1708,10
1709,6
1710,1
1711,1
1712,2
1713,3
1714,3
1715,1
1716,3
1717,5
1718,2
1719,3
1720,1
1721,1
1722,6
1723,1
1724,1
1725,1
1726,1
1727,1
1728,1
1729,2
1730,12
1731,2
1732,1
1733,4
1734,2
1735,3
1736,14
1737,3
1738,9
1739,24
1740,1
1741,7
1742,1
1743,7
1744,20
1745,4
1746,2
1747,3
1748,3
1749,3
1750,1
1751,1
1752,1
1753,2
1754,1
1755,5
1756,1
1757,1
1758,3
1759,1
1760,3
1761,1
1762,3
1763,2
1764,1
1765,1
1766,1
1767,8
1768,1
1769,2
1770,1
1771,1
1772,2
1773,7
1774,1
1775,13
1776,1
1777,1
1778,4
1779,1
1780,4
1781,2
1782,1
1783,3
1784,1
1785,5
1786,2
1787,1
1788,1
1789,1
1790,5
1791,1
1792,16
1793,8
1794,1
1795,15
1796,6
1797,1
1798,5
1799,2
1800,6
1801,2
1802,1
1803,5
1804,2
1805,1
1806,1
1807,1
1808,16
1809,1
1810,4
1811,12
1812,4
1813,3
1814,1
1815,2
1816,2
1817,5
1818,24
1819,3
1820,5
1821,1
1822,4
1823,1
1824,1
1825,4
1826,1
1827,8
1828,1
1829,6
1830,1
1831,2
1832,4
1833,1
1834,4
1835,1
1836,2
1837,1
1838,1
1839,4
1840,1
1841,1
1842,1
1843,1
1844,25
1845,6
1846,2
1847,1
1848,4
1849,5
1850,1
1851,4
1852,2
1853,2
1854,1
1855,3
1856,13
1857,10
1858,122
1859,6
1860,9
1861,2
1862,4
1863,1
1864,4
1865,1
1866,3
1867,1
1868,7
1869,1
1870,11
1871,2
1872,13
1873,1
1874,7
1875,17
1876,5
1877,1
1878,2
1879,1
1880,1
1881,2
1882,16
1883,4
1884,3
1885,4
1886,2
1887,1
1888,1
1889,1
1890,4
1891,4
1892,2
1893,1
1894,2
1895,10
1896,13
1897,6
1898,2
1899,12
1900,7
1901,6
1902,10
1903,10
1904,3
1905,6
1906,2
1907,1
1908,2
1909,3
1910,3
1911,1
1912,2
1913,5
1914,1
1915,3
1916,2
1917,1
1918,3
1919,1
1920,2
1921,3
1922,1
1923,1
1924,4
1925,5
1926,2
1927,1
1928,5
1929,3
1930,2
1931,6
1932,3
1933,1
1934,1
1935,1
1936,7
1937,3
1938,11
1939,4
1940,2
1941,7
1942,5
1943,1
1944,1
1945,3
1946,1
1947,2
1948,2
1949,2
1950,4
1951,3
1952,3
1953,1
1954,1
1955,2
1956,3
1957,3
1958,1
1959,1
1960,1
1961,5
1962,1
1963,1
1964,23
1965,1
1966,1
1967,1
1968,1
1969,1
1970,1
1971,1
1972,9
1973,2
1974,2
1975,1
1976,1
1977,3
1978,2
1979,25
1980,8
1981,2
1982,1
1983,3
1984,1
1985,1
1986,9
1987,3
1988,3
1989,1
1990,8
1991,1
1992,1
1993,4
1994,3
1995,1
1996,1
1997,3
1998,2
1999,5
2000,1
2001,1
2002,2
2003,4
2004,1
2005,2
2006,1
2007,2
2008,4
2009,10
2010,3
2011,1
2012,1
2013,1
2014,1
2015,1
2016,13
2017,1
2018,3
2019,3
2020,1
2021,5
2022,3
2023,1
2024,1
2025,1
2026,3
2027,5
2028,1
2029,3
2030,1
2031,2
2032,1
2033,6
2034,1
2035,1
2036,1
2037,7
2038,4
2039,2
2040,1
2041,1
2042,3
2043,1
2044,1
2045,2
2046,4
2047,1
2048,2
2049,2
2050,1
2051,47
2052,2
2053,4
2054,1
2055,18
2056,3
2057,1
2058,2
2059,2
2060,2
2061,1
2062,1
2063,1
2064,1
2065,2
2066,7
2067,2
2068,1
2069,1
2070,16
2071,1
2072,2
2073,3
2074,1
2075,1
2076,1
2077,1
2078,3
2079,1
2080,1
2081,1
2082,1
2083,1
2084,1
2085,1
2086,1
2087,4
2088,1
2089,7
2090,2
2091,5
2092,1
2093,2
2094,2
2095,1
2096,2
2097,1
2098,1
2099,1
2100,1
2101,2
2102,1
2103,1
2104,11
2105,5
2106,1
2107,1
2108,1
2109,6
2110,1
2111,3
2112,3
2113,1
2114,3
2115,2
2116,5
2117,1
2118,1
2119,23
2120,4
2121,1
2122,1
2123,1
2124,1
2125,1
2126,1
2127,2
2128,1
2129,1
2130,1
2131,1
2132,14
2133,2
2134,1
2135,2
2136,1
2137,8
2138,3
2139,12
2140,10
2141,1
2142,6
2143,1
2144,1
2145,3
2146,1
2147,5
2148,6
2149,7
2150,1
2151,5
2152,2
2153,1
2154,1
2155,1
2156,8
2157,4
2158,9
2159,8
2160,2
2161,2
2162,1
2163,1
2164,1
2165,1
2166,1
2167,1
2168,1
2169,6
2170,5
2171,1
2172,6
2173,9
2174,1
2175,2
2176,1
2177,1
2178,1
2179,10
2180,7
2181,1
2182,1
2183,3
2184,2
2185,1
2186,1
2187,1
2188,1
2189,4
2190,2
2191,1
2192,1
2193,1
2194,1
2195,5
2196,2
2197,1
2198,2
2199,1
2200,1
2201,1
2202,1
2203,1
2204,3
2205,4
2206,1
2207,1
2208,3
2209,4
2210,3
2211,1
2212,1
2213,1
2214,2
2215,1
2216,2
2217,5
2218,41
2219,2
2220,8
2221,2
2222,1
2223,1
2224,1
2225,2
2226,1
2227,1
2228,1
2229,2
2230,15
2231,1
2232,1
2233,1
2234,2
2235,1
2236,4
2237,2
2238,3
2239,1
2240,1
2241,19
2242,1
2243,1
2244,1
2245,1
2246,103
2247,2
2248,3
2249,3
2250,6
2251,1
2252,2
2253,13
2254,6
2255,6
2256,2
2257,1
2258,5
2259,1
2260,1
2261,2
2262,7
2263,1
2264,4
2265,1
2266,5
2267,6
2268,2
2269,1
2270,2
2271,2
2272,5
2273,3
2274,5
2275,1
2276,1
2277,1
2278,3
2279,1
2280,1
2281,3
2282,2
2283,2
2284,1
2285,1
2286,2
2287,2
2288,9
2289,2
2290,1
2291,7
2292,1
2293,1
2294,1
2295,9
2296,1
2297,1
2298,1
2299,1
2300,1
2301,3
2302,2
2303,1
2304,1
2305,1
2306,2
2307,1
2308,2
2309,7
2310,5
2311,2
2312,1
2313,1
2314,2
2315,1
2316,1
2317,1
2318,2
2319,3
2320,3
2321,1
2322,2
2323,5
2324,1
2325,2
2326,1
2327,1
2328,2
2329,1
2330,1
2331,5
2332,12
2333,8
2334,2
2335,4
2336,2
2337,1
2338,1
2339,3
2340,1
2341,3
2342,3
2343,5
2344,9
2345,1
2346,1
2347,1
2348,1
2349,2
2350,2
2351,1
2352,1
2353,7
2354,1
2355,2
2356,1
2357,1
2358,3
2359,1
2360,1
2361,1
2362,2
2363,8
2364,2
2365,1
2366,5
2367,5
2368,3
2369,2
2370,3
2371,2
2372,1
2373,1
2374,1
2375,1
2376,1
2377,2
2378,1
2379,1
2380,1
2381,3
2382,1
2383,5
2384,2
2385,6
2386,1
2387,5
2388,1
2389,12
2390,2
2391,1
2392,1
2393,2
2394,3
2395,6
2396,1
2397,1
2398,1
2399,1
2400,2
2401,7
2402,1
2403,1
2404,2
2405,3
2406,1
2407,3
2408,2
2409,1
2410,1
2411,1
2412,8
2413,1
2414,3
2415,1
2416,1
2417,1
2418,3
2419,1
2420,2
2421,4
2422,4
2423,3
2424,1
2425,1
2426,11
2427,1
2428,1
2429,3
2430,1
2431,1
2432,2
2433,1
2434,1
2435,2
2436,2
2437,1
2438,2
2439,1
2440,1
2441,1
2442,7
2443,2
2444,3
2445,3
2446,1
2447,3
2448,1
2449,3
2450,1
2451,1
2452,5
2453,3
2454,2
2455,3
2456,1
2457,1
2458,2
2459,2
2460,2
2461,4
2462,1
2463,1
2464,1
2465,1
2466,1
2467,9
2468,1
2469,1
2470,2
2471,3
2472,3
2473,2
2474,4
2475,1
2476,1
2477,1
2478,1
2479,1
2480,1
2481,1
2482,1
2483,4
2484,6
2485,4
2486,2
2487,4
2488,1
2489,1
2490,3
2491,2
2492,1
2493,1
2494,1
2495,3
2496,1
2497,4
2498,1
2499,1
2500,1
2501,1
2502,4
2503,1
2504,1
2505,1
2506,1
2507,3
2508,17
2509,2
2510,20
2511,1
2512,1
2513,1
2514,1
2515,1
2516,6
2517,1
2518,1
2519,1
2520,1
2521,1
2522,1
2523,1
2524,1
2525,3
2526,1
2527,4
2528,1
2529,1
2530,2
2531,1
2532,3
2533,3
2534,1
2535,1
2536,1
2537,3
2538,1
2539,6
2540,1
2541,2
2542,1
2543,2
2544,1
2545,2
2546,1
2547,1
2548,1
2549,3
2550,2
2551,1
2552,1
2553,5
2554,2
2555,1
2556,1
2557,1
2558,1
2559,1
2560,3
2561,5
2562,2
2563,3
2564,1
2565,6
2566,2
2567,1
2568,1
2569,2
2570,1
2571,3
2572,2
2573,7
2574,3
2575,1
2576,1
2577,1
2578,1
2579,1
2580,1
2581,2
2582,1
2583,2
2584,1
2585,1
2586,2
2587,5
2588,13
2589,1
2590,2
2591,2
2592,1
2593,1
2594,1
2595,5
2596,3
2597,2
2598,1
2599,1
2600,5
2601,1
2602,1
2603,1
2604,1
2605,1
2606,3
2607,1
2608,1
2609,1
2610,1
2611,1
2612,1
2613,3
2614,1
2615,1
2616,5
2617,8
2618,1
2619,1
2620,2
2621,1
2622,3
2623,1
2624,5
2625,1
2626,1
2627,1
2628,2
2629,6
2630,1
2631,1
2632,1
2633,1
2634,4
2635,1
2636,1
2637,1
2638,1
2639,3
2640,1
2641,1
2642,2
2643,19
2644,1
2645,5
2646,2
2647,1
2648,1
2649,1
2650,1
2651,1
2652,1
2653,1
2654,1
2655,1
2656,2
2657,1
2658,9
2659,1
2660,2
2661,11
2662,4
2663,1
2664,1
2665,7
2666,2
2667,3
2668,2
2669,4
2670,1
2671,1
2672,1
2673,1
2674,3
2675,4
2676,1
2677,2
2678,1
2679,1
2680,1
2681,3
2682,1
2683,5
2684,1
2685,5
2686,3
2687,5
2688,1
2689,1
2690,1
2691,1
2692,1
2693,1
2694,1
2695,2
2696,1
2697,3
2698,18
2699,1
2700,1
2701,1
2702,1
2703,1
2704,1
2705,6
2706,1
2707,1
2708,1
2709,1
2710,1
2711,1
2712,1
2713,1
2714,1
2715,1
2716,1
2717,1
2718,1
2719,6
2720,2
2721,2
2722,1
2723,2
2724,1
2725,1
2726,1
2727,1
2728,1
2729,1
2730,2
2731,2
2732,4
2733,1
2734,1
2735,1
2736,1
2737,5
2738,1
2739,1
2740,1
2741,1
2742,3
2743,1
2744,4
2745,4
2746,1
2747,1
2748,2
2749,2
2750,1
2751,4
2752,6
2753,1
2754,3
2755,1
2756,1
2757,1
2758,1
2759,1
2760,1
2761,3
2762,2
2763,1
2764,2
2765,1
2766,1
2767,2
2768,4
2769,2
2770,2
2771,2
2772,1
2773,1
2774,3
2775,1
2776,1
2777,1
2778,3
2779,4
2780,2
2781,2
2782,3
2783,2
2784,1
2785,3
2786,1
2787,3
2788,1
2789,2
2790,1
2791,2
2792,1
2793,2
2794,3
2795,1
2796,1
2797,1
2798,1
2799,1
2800,6
2801,1
2802,1
2803,4
2804,1
2805,1
2806,1
2807,1
2808,2
2809,1
2810,5
2811,6
2812,1
2813,5
2814,1
2815,1
2816,2
2817,1
2818,1
2819,1
2820,1
2821,4
2822,1
2823,1
2824,3
2825,1
2826,1
2827,6
2828,1
2829,1
2830,1
2831,1
2832,5
2833,1
2834,1
2835,1
2836,1
2837,2
2838,3
2839,4
2840,1
2841,1
2842,1
2843,1
2844,1
2845,5
2846,1
2847,2
2848,1
2849,2
2850,1
2851,2
2852,1
2853,1
2854,1
2855,2
2856,3
2857,1
2858,1
2859,1
2860,2
2861,2
2862,3
2863,1
2864,1
2865,2
2866,2
2867,3
2868,1
2869,1
2870,1
2871,1
2872,1
2873,2
2874,2
2875,1
2876,1
2877,3
2878,6
2879,1
2880,5
2881,2
2882,7
2883,1
2884,1
2885,2
2886,1
2887,2
2888,1
2889,1
2890,1
2891,1
2892,5
2893,1
2894,1
2895,2
2896,1
2897,1
2898,1
2899,1
2900,1
2901,2
2902,3
2903,1
2904,2
2905,1
2906,2
2907,1
2908,1
2909,1
2910,3
2911,6
2912,3
2913,1
2914,2
2915,1
2916,1
2917,1
2918,2
2919,1
2920,3
2921,1
2922,1
2923,1
2924,1
2925,1
2926,1
2927,1
2928,2
2929,1
2930,5
2931,1
2932,4
2933,1
2934,2
2935,1
2936,1
2937,1
2938,1
2939,1
2940,1
2941,1
2942,1
2943,1
2944,1
2945,1
2946,1
2947,1
2948,2
2949,1
2950,2
2951,2
2952,1
2953,1
2954,1
2955,2
2956,1
2957,1
2958,1
2959,1
2960,1
2961,1
2962,42
2963,2
2964,1
2965,1
2966,2
2967,2
2968,1
2969,2
2970,1
2971,1
2972,2
2973,1
2974,1
2975,1
2976,1
2977,1
2978,1
2979,5
2980,2
2981,2
2982,1
2983,1
2984,3
2985,3
2986,1
2987,1
2988,1
2989,1
2990,1
2991,1
2992,1
2993,3
2994,1
2995,3
2996,1
2997,5
